block,condition,agent,seed,return,opt_frac,gap_regret,model,agreement,tf_pred_true_opt,teacher_true_opt
size_sweep,2x3,tf_legacy,10025,121.1500015258789,0.585,78.84998416900635,overwrite,,,
size_sweep,2x3,tf_legacy,10026,10.000001907348633,0.0,189.99996185302734,overwrite,,,
size_sweep,2x3,tf_legacy,10027,194.3000030517578,0.97,5.700004577636719,overwrite,,,
size_sweep,2x3,tf_legacy,10028,22.349998474121094,0.065,177.65001106262207,overwrite,,,
size_sweep,2x3,tf_legacy,10029,162.0,0.8,38.000030517578125,overwrite,,,
size_sweep,2x3,tf_legacy,10030,27.10000228881836,0.09,172.90013885498047,overwrite,,,
size_sweep,2x3,tf_legacy,10031,10.000001907348633,0.0,190.00000762939453,overwrite,,,
size_sweep,2x3,tf_legacy,10032,179.10000610351562,0.89,20.899995803833008,overwrite,,,
size_sweep,2x3,tf_legacy,10033,31.85000228881836,0.115,168.14998722076416,overwrite,,,
size_sweep,2x3,tf_legacy,10034,76.5,0.35,123.4999885559082,overwrite,,,
size_sweep,2x3,tf_legacy,10035,160.10000610351562,0.79,39.89995193481445,overwrite,,,
size_sweep,2x3,tf_legacy,10036,105.95000457763672,0.505,94.05007553100586,overwrite,,,
size_sweep,2x3,tf_legacy,10037,161.05001831054688,0.795,38.949992179870605,overwrite,,,
size_sweep,2x3,tf_legacy,10038,77.44999694824219,0.355,122.54994773864746,overwrite,,,
size_sweep,2x3,tf_legacy,10039,200.0,1.0,0.0,overwrite,,,
size_sweep,2x3,tf_legacy,10040,28.999996185302734,0.1,170.9999656677246,overwrite,,,
size_sweep,2x3,tf_legacy,10041,173.39999389648438,0.86,26.59997844696045,overwrite,,,
size_sweep,2x3,tf_legacy,10042,14.75,0.025,185.25014877319336,overwrite,,,
size_sweep,2x3,tf_legacy,10043,196.1999969482422,0.98,3.8000030517578125,overwrite,,,
size_sweep,2x3,tf_legacy,10044,19.499998092651367,0.05,180.50003337860107,overwrite,,,
size_sweep,2x3,tf_legacy,10045,10.000001907348633,0.0,189.99995708465576,overwrite,,,
size_sweep,2x3,tf_legacy,10046,27.09999656677246,0.09,172.89999294281006,overwrite,,,
size_sweep,2x3,tf_legacy,10047,116.40000915527344,0.56,83.60006713867188,overwrite,,,
size_sweep,2x3,tf_legacy,10048,40.400001525878906,0.16,159.60007286071777,overwrite,,,
size_sweep,2x3,tf_self,9999,164.85000610351562,0.815,35.14999294281006,overwrite,,,
size_sweep,2x3,tf_self,10000,27.099998474121094,0.09,172.90013885498047,overwrite,,,
size_sweep,2x3,tf_self,10001,10.000001907348633,0.0,190.0001459121704,overwrite,,,
size_sweep,2x3,tf_self,10002,10.000001907348633,0.0,190.000150680542,overwrite,,,
size_sweep,2x3,tf_self,10003,10.000001907348633,0.0,190.00015258789062,overwrite,,,
size_sweep,2x3,tf_self,10004,43.24999237060547,0.175,156.74996852874756,overwrite,,,
size_sweep,2x3,tf_self,10005,26.14999771118164,0.085,173.84996509552002,overwrite,,,
size_sweep,2x3,tf_self,10006,10.000001907348633,0.0,190.00004482269287,overwrite,,,
size_sweep,2x3,tf_self,10007,10.000001907348633,0.0,189.99996185302734,overwrite,,,
size_sweep,2x3,tf_self,10008,200.0,1.0,0.0,overwrite,,,
size_sweep,2x3,tf_self,10009,84.0999984741211,0.39,115.89997673034668,overwrite,,,
size_sweep,2x3,tf_self,10010,25.199996948242188,0.08,174.79996490478516,overwrite,,,
size_sweep,2x3,tf_self,10011,10.000001907348633,0.0,190.0000867843628,overwrite,,,
