construction,sweep,beta,beta_max,sigma,dim,rho,T,max_pred_err_mean,w_linf_mean,w_l1_mean,max_w_linf_mean,decision_agree_mean,regret_diff_mean,max_cos_mean,diverged_mean,max_pred_err_sem,w_linf_sem,w_l1_sem,max_w_linf_sem,decision_agree_sem,regret_diff_sem,n
mwu,beta_x_dim,100.0,,,256.0,,500,5.448266732479536,0.7151969942414631,1.430393996089244,0.7944545860104792,0.5659912576180619,126.4,0.1550567335036368,0.0,1.0105287353038948,0.09218499534098581,0.18436999116330685,0.0699713370076123,0.0207864858821145,9.725549639453478,20
mwu,beta_x_dim,100.0,,,512.0,,100,0.9763088604695442,0.5352678554365577,1.0898785839665701,0.5457024376980527,0.7552063247667077,13.75,0.11256930318829403,0.0,0.1266734515844345,0.05995834223132554,0.12265556784598539,0.056789866137058935,0.02378377628360133,2.276741669926333,20
mwu,beta_x_dim,100.0,,,512.0,,500,3.04018846353597,0.6812339943789881,1.362670646881395,0.7667038744046073,0.6140187455644686,109.95,0.11256930318829403,0.0,0.5135931536017835,0.09095641784911139,0.18195006095592892,0.06956408676912626,0.029816804971075393,10.66116291671983,20
mwu,beta_x_dim,100.0,,,1024.0,,100,0.6792875907868462,0.3196785602937879,0.6486140844246117,0.33671243577130544,0.818079945255203,9.75,0.07631120382617425,0.0,0.06957768325027748,0.049071293911007806,0.09820279818375705,0.04759672259006566,0.024021908244914073,2.2825136190289492,20
mwu,beta_x_dim,100.0,,,1024.0,,500,2.254204020337681,0.36616563012811104,0.7323340139826459,0.5035995733364722,0.618652679577153,110.35,0.07631120382617425,0.0,0.2577255140655643,0.09859869623556282,0.1971971947928117,0.08364607086744928,0.024223255116749817,10.983067110688832,20
mwu,beta_x_dim,100.0,,,2048.0,,100,0.4727196435204862,0.22027965386850984,0.44478042799744416,0.24124268872663862,0.8666683583148973,6.4,0.051551048728795304,0.0,0.05839326610615773,0.03722066422601653,0.07439765785773494,0.03444827279378885,0.023271239891579976,1.6708018875283872,20
mwu,beta_x_dim,100.0,,,2048.0,,500,1.6497676629966436,0.3283378862207627,0.6566757823259455,0.42665539567304644,0.7057578513713729,86.45,0.051551048728795304,0.0,0.24897125566465345,0.09068363368722428,0.181367265673501,0.07753378821600362,0.03555174778578017,14.118199340977547,20
mwu,beta_x_dim,100.0,,,4096.0,,100,0.40586517658836757,0.1943335021006154,0.40045938979756385,0.21124347853530345,0.8969011161478024,4.15,0.03922669294206142,0.0,0.04396414231836765,0.031153051727056964,0.06114246427987336,0.02932475640463745,0.018857041112433148,1.2317616823498216,20
mwu,beta_x_dim,100.0,,,4096.0,,500,1.3834557223897133,0.3007282666026475,0.6014868160535674,0.3980762161873918,0.7299960464527999,70.0,0.03922669294206142,0.0,0.18519011164358062,0.08176125294054483,0.1635166820836042,0.0720300877883659,0.03342971718373293,12.3994906516781,20
mwu,beta_x_dim,100.0,,,8192.0,,100,0.2751655374126252,0.14120784746117868,0.28652598997816753,0.1503605389919775,0.930639417528961,2.1,0.02690977681026293,0.0,0.0337895105121492,0.020979486826281223,0.041615750897339224,0.019954242942648977,0.01609133645133982,0.8268519882822535,20
